Program_ID,Code,Label_Counterexample,Search_Steps
3528,"[('//', 'const_1', 'x9', 'v0'), ('+', 'const_1', 'x0', 'v1'), ('//', 'x4', 'x5', 'v2'), ('//', 'x2', 'const_1', 'v3'), ('//', 'const_0', 'x8', 'v4'), ('+', 'v0', 'x1', 'v5'), ('+', 'v5', 'v1', 'v6'), ('+', 'v2', 'x7', 'v7'), ('*', 'x6', 'v5', 'v8'), ('+', 'x3', 'v1', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
3529,"[('//', 'x2', 'x5', 'v0'), ('+', 'x8', 'v0', 'v1'), ('+', 'v0', 'x8', 'v2'), ('+', 'const_1', 'x8', 'v3'), ('//', 'v3', 'x4', 'v4'), ('+', 'const_1', 'x5', 'v5'), ('//', 'v4', 'x5', 'v6'), ('*', 'x0', 'v6', 'v7'), ('+', 'v3', 'v4', 'v8'), ('//', 'v2', 'x3', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",67
3530,"[('//', 'x2', 'x1', 'v0'), ('//', 'const_1', 'x7', 'v1'), ('*', 'v0', 'x4', 'v2'), ('//', 'const_0', 'const_1', 'v3'), ('//', 'v3', 'v1', 'v4'), ('+', 'x5', 'const_1', 'v5'), ('//', 'x2', 'x4', 'v6'), ('+', 'const_1', 'x9', 'v7'), ('*', 'x1', 'const_0', 'v8'), ('+', 'x6', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
3531,"[('*', 'x2', 'x2', 'v0'), ('+', 'const_1', 'x6', 'v1'), ('+', 'x7', 'x2', 'v2'), ('*', 'x9', 'x6', 'v3'), ('+', 'v1', 'x9', 'v4'), ('//', 'x2', 'v1', 'v5'), ('+', 'x5', 'v1', 'v6'), ('+', 'x2', 'x1', 'v7'), ('//', 'x5', 'x9', 'v8'), ('//', 'v2', 'v6', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
3532,"[('+', 'x9', 'x6', 'v0'), ('//', 'v0', 'x4', 'v1'), ('+', 'const_1', 'x1', 'v2'), ('+', 'x7', 'const_0', 'v3'), ('+', 'x1', 'x9', 'v4'), ('*', 'x0', 'x1', 'v5'), ('+', 'v2', 'x9', 'v6'), ('+', 'x4', 'const_1', 'v7'), ('*', 'x2', 'x1', 'v8'), ('//', 'const_1', 'x9', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
3533,"[('//', 'x6', 'x4', 'v0'), ('*', 'v0', 'x9', 'v1'), ('+', 'x0', 'const_1', 'v2'), ('*', 'x6', 'v2', 'v3'), ('*', 'x8', 'const_0', 'v4'), ('//', 'v1', 'x5', 'v5'), ('//', 'x0', 'x8', 'v6'), ('+', 'x5', 'x9', 'v7'), ('*', 'x7', 'const_0', 'v8'), ('+', 'v7', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
3534,"[('//', 'x4', 'x0', 'v0'), ('*', 'x7', 'x2', 'v1'), ('*', 'x5', 'v0', 'v2'), ('+', 'x1', 'x0', 'v3'), ('+', 'x9', 'x6', 'v4'), ('//', 'v0', 'const_1', 'v5'), ('*', 'v5', 'x9', 'v6'), ('//', 'v1', 'x4', 'v7'), ('*', 'const_1', 'x6', 'v8'), ('//', 'x6', 'v7', 'v9')]","(0, 0, 1, 0, 1, 0, 1, 1, 0, 0)",173
3535,"[('+', 'const_0', 'x0', 'v0'), ('//', 'x1', 'x8', 'v1'), ('+', 'x9', 'x5', 'v2'), ('//', 'x6', 'x4', 'v3'), ('//', 'v1', 'x8', 'v4'), ('//', 'const_0', 'v2', 'v5'), ('//', 'x6', 'x3', 'v6'), ('*', 'x9', 'v1', 'v7'), ('*', 'v2', 'x6', 'v8'), ('*', 'x2', 'const_0', 'v9')]",None,1024
3536,"[('*', 'x5', 'x9', 'v0'), ('+', 'x1', 'x6', 'v1'), ('+', 'v1', 'x7', 'v2'), ('+', 'x8', 'x0', 'v3'), ('*', 'x0', 'x8', 'v4'), ('//', 'v4', 'x5', 'v5'), ('+', 'x6', 'v4', 'v6'), ('+', 'v5', 'const_1', 'v7'), ('//', 'x0', 'x4', 'v8'), ('//', 'x6', 'v2', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
3537,"[('*', 'x6', 'x3', 'v0'), ('+', 'x9', 'const_0', 'v1'), ('*', 'x3', 'v1', 'v2'), ('*', 'x3', 'x8', 'v3'), ('//', 'v2', 'x4', 'v4'), ('*', 'x9', 'const_0', 'v5'), ('//', 'x8', 'v0', 'v6'), ('*', 'x7', 'v1', 'v7'), ('//', 'x0', 'x1', 'v8'), ('//', 'v8', 'v3', 'v9')]","(1, 1, 0, 1, 0, 0, 0, 0, 1, 0)",835
3538,"[('//', 'x4', 'x5', 'v0'), ('//', 'x0', 'x8', 'v1'), ('*', 'x0', 'x1', 'v2'), ('//', 'v1', 'x8', 'v3'), ('+', 'x3', 'v0', 'v4'), ('+', 'v4', 'x6', 'v5'), ('+', 'x2', 'x3', 'v6'), ('+', 'x8', 'const_0', 'v7'), ('+', 'x1', 'x1', 'v8'), ('+', 'v0', 'v6', 'v9')]","(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",49
3539,"[('//', 'const_0', 'const_1', 'v0'), ('//', 'x1', 'v0', 'v1'), ('+', 'x8', 'x4', 'v2'), ('//', 'x0', 'x1', 'v3'), ('//', 'const_1', 'x2', 'v4'), ('*', 'x3', 'x5', 'v5'), ('+', 'const_1', 'x4', 'v6'), ('*', 'x3', 'v0', 'v7'), ('//', 'v1', 'const_1', 'v8'), ('*', 'x9', 'v7', 'v9')]",None,1024
3540,"[('//', 'x4', 'const_1', 'v0'), ('//', 'x1', 'x2', 'v1'), ('+', 'x4', 'v0', 'v2'), ('//', 'x9', 'x4', 'v3'), ('+', 'v0', 'v3', 'v4'), ('+', 'const_1', 'v2', 'v5'), ('+', 'x4', 'x7', 'v6'), ('//', 'const_0', 'const_1', 'v7'), ('+', 'const_1', 'x5', 'v8'), ('*', 'v0', 'x6', 'v9')]","(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",41
3541,"[('+', 'x1', 'x4', 'v0'), ('*', 'v0', 'x5', 'v1'), ('//', 'v1', 'v1', 'v2'), ('+', 'x4', 'v1', 'v3'), ('*', 'x9', 'x2', 'v4'), ('//', 'v0', 'x8', 'v5'), ('//', 'x8', 'x4', 'v6'), ('+', 'v0', 'v5', 'v7'), ('+', 'x0', 'x5', 'v8'), ('*', 'v6', 'x3', 'v9')]","(0, 0, 0, 1, 1, 0, 0, 0, 1, 0)",99
3542,"[('*', 'x8', 'x3', 'v0'), ('//', 'x8', 'const_1', 'v1'), ('*', 'v1', 'x4', 'v2'), ('+', 'x3', 'x6', 'v3'), ('+', 'v1', 'const_0', 'v4'), ('*', 'v3', 'x0', 'v5'), ('*', 'x4', 'x0', 'v6'), ('+', 'v5', 'x4', 'v7'), ('+', 'x8', 'v4', 'v8'), ('//', 'x1', 'v2', 'v9')]","(0, 1, 0, 0, 1, 0, 0, 0, 1, 0)",291
3543,"[('*', 'x8', 'x7', 'v0'), ('*', 'x4', 'x8', 'v1'), ('*', 'x8', 'x3', 'v2'), ('//', 'v2', 'x7', 'v3'), ('//', 'x7', 'x8', 'v4'), ('+', 'const_0', 'v1', 'v5'), ('*', 'const_0', 'x9', 'v6'), ('+', 'v3', 'x2', 'v7'), ('+', 'x4', 'v1', 'v8'), ('//', 'x3', 'const_1', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
3544,"[('+', 'x7', 'x6', 'v0'), ('+', 'x0', 'x0', 'v1'), ('*', 'x1', 'v0', 'v2'), ('//', 'x2', 'x6', 'v3'), ('*', 'v3', 'x5', 'v4'), ('+', 'x7', 'x1', 'v5'), ('//', 'x7', 'v2', 'v6'), ('*', 'v6', 'const_0', 'v7'), ('*', 'x5', 'x7', 'v8'), ('//', 'v7', 'x4', 'v9')]",None,1024
3545,"[('*', 'x0', 'x5', 'v0'), ('//', 'x9', 'x3', 'v1'), ('+', 'x8', 'const_1', 'v2'), ('//', 'x5', 'v0', 'v3'), ('//', 'x0', 'x0', 'v4'), ('+', 'v0', 'x9', 'v5'), ('+', 'v2', 'v3', 'v6'), ('*', 'x7', 'x7', 'v7'), ('+', 'x7', 'x8', 'v8'), ('//', 'x4', 'v3', 'v9')]","(1, 0, 0, 0, 1, 1, 0, 0, 0, 0)",561
3546,"[('*', 'x1', 'x6', 'v0'), ('//', 'x4', 'x0', 'v1'), ('//', 'x6', 'x3', 'v2'), ('//', 'const_1', 'x5', 'v3'), ('//', 'x5', 'x0', 'v4'), ('//', 'v0', 'x0', 'v5'), ('+', 'v4', 'x9', 'v6'), ('*', 'v5', 'v2', 'v7'), ('*', 'x1', 'v6', 'v8'), ('//', 'v7', 'x9', 'v9')]","(1, 1, 0, 1, 0, 0, 1, 0, 0, 1)",842
3547,"[('//', 'const_1', 'x3', 'v0'), ('*', 'x4', 'x9', 'v1'), ('*', 'v1', 'x1', 'v2'), ('//', 'v1', 'x1', 'v3'), ('*', 'x0', 'const_1', 'v4'), ('*', 'v4', 'x4', 'v5'), ('+', 'v4', 'x9', 'v6'), ('+', 'x3', 'v2', 'v7'), ('*', 'v1', 'x6', 'v8'), ('+', 'x2', 'x1', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",129
3548,"[('*', 'const_0', 'const_1', 'v0'), ('//', 'x4', 'x4', 'v1'), ('+', 'x6', 'v0', 'v2'), ('*', 'x5', 'x3', 'v3'), ('//', 'x5', 'x1', 'v4'), ('+', 'v1', 'x4', 'v5'), ('//', 'x1', 'x2', 'v6'), ('+', 'v2', 'x1', 'v7'), ('//', 'x1', 'x2', 'v8'), ('+', 'x1', 'x3', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
3549,"[('*', 'const_1', 'x3', 'v0'), ('//', 'v0', 'v0', 'v1'), ('+', 'v0', 'v0', 'v2'), ('//', 'x8', 'x9', 'v3'), ('+', 'v1', 'x6', 'v4'), ('*', 'v3', 'const_0', 'v5'), ('*', 'v0', 'v2', 'v6'), ('*', 'v2', 'x3', 'v7'), ('//', 'v2', 'v1', 'v8'), ('//', 'x5', 'x8', 'v9')]","(0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",19
3550,"[('+', 'x7', 'x3', 'v0'), ('*', 'const_0', 'x5', 'v1'), ('//', 'x7', 'x1', 'v2'), ('+', 'v0', 'x1', 'v3'), ('*', 'x2', 'const_0', 'v4'), ('*', 'v0', 'x9', 'v5'), ('+', 'v4', 'v4', 'v6'), ('*', 'v3', 'v3', 'v7'), ('//', 'v4', 'x8', 'v8'), ('+', 'x3', 'x3', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
3551,"[('+', 'x3', 'x8', 'v0'), ('//', 'x2', 'x7', 'v1'), ('//', 'x2', 'x9', 'v2'), ('+', 'x9', 'const_0', 'v3'), ('+', 'v1', 'x7', 'v4'), ('*', 'x9', 'x4', 'v5'), ('*', 'v1', 'v1', 'v6'), ('//', 'x4', 'x3', 'v7'), ('//', 'v3', 'x8', 'v8'), ('*', 'x1', 'x3', 'v9')]","(0, 1, 0, 1, 0, 0, 0, 0, 0, 0)",321
3552,"[('*', 'x8', 'x9', 'v0'), ('*', 'x2', 'const_0', 'v1'), ('//', 'x0', 'x8', 'v2'), ('//', 'const_0', 'x4', 'v3'), ('*', 'v3', 'x0', 'v4'), ('+', 'v4', 'x1', 'v5'), ('+', 'x4', 'x9', 'v6'), ('//', 'x7', 'v2', 'v7'), ('+', 'x4', 'x2', 'v8'), ('+', 'x8', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",3
3553,"[('+', 'x8', 'x4', 'v0'), ('//', 'x0', 'x2', 'v1'), ('+', 'x8', 'x3', 'v2'), ('+', 'x8', 'const_1', 'v3'), ('*', 'x2', 'const_0', 'v4'), ('+', 'v4', 'x8', 'v5'), ('*', 'v0', 'x5', 'v6'), ('//', 'x1', 'x9', 'v7'), ('+', 'v0', 'v4', 'v8'), ('+', 'x6', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",5
3554,"[('//', 'x8', 'x5', 'v0'), ('+', 'x2', 'x4', 'v1'), ('+', 'v1', 'x5', 'v2'), ('//', 'v0', 'x8', 'v3'), ('+', 'x8', 'x0', 'v4'), ('+', 'x3', 'x3', 'v5'), ('+', 'const_1', 'x8', 'v6'), ('+', 'const_0', 'v5', 'v7'), ('*', 'const_1', 'x0', 'v8'), ('*', 'x1', 'v8', 'v9')]","(1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",769
3555,"[('//', 'x8', 'x8', 'v0'), ('+', 'x0', 'x5', 'v1'), ('//', 'v0', 'x9', 'v2'), ('*', 'x1', 'x3', 'v3'), ('*', 'v3', 'const_0', 'v4'), ('*', 'x3', 'x1', 'v5'), ('+', 'x8', 'x1', 'v6'), ('//', 'x2', 'x3', 'v7'), ('+', 'v0', 'x7', 'v8'), ('*', 'const_1', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
3556,"[('+', 'x3', 'x7', 'v0'), ('*', 'x1', 'v0', 'v1'), ('//', 'const_0', 'v0', 'v2'), ('+', 'x7', 'x5', 'v3'), ('*', 'x2', 'x7', 'v4'), ('//', 'v0', 'v4', 'v5'), ('*', 'x2', 'x8', 'v6'), ('+', 'x0', 'v0', 'v7'), ('*', 'x7', 'v4', 'v8'), ('*', 'x0', 'x1', 'v9')]","(1, 1, 0, 0, 0, 0, 0, 0, 0, 0)",769
3557,"[('//', 'x3', 'x6', 'v0'), ('//', 'v0', 'const_1', 'v1'), ('*', 'const_0', 'const_1', 'v2'), ('+', 'x8', 'x1', 'v3'), ('+', 'v2', 'v2', 'v4'), ('*', 'v0', 'v2', 'v5'), ('+', 'v3', 'v5', 'v6'), ('*', 'v5', 'v4', 'v7'), ('+', 'x4', 'x2', 'v8'), ('//', 'v1', 'x1', 'v9')]","(0, 1, 0, 1, 0, 0, 1, 0, 0, 0)",329
3558,"[('//', 'const_1', 'x9', 'v0'), ('//', 'x2', 'x4', 'v1'), ('*', 'x8', 'v1', 'v2'), ('*', 'const_0', 'x8', 'v3'), ('+', 'v3', 'x1', 'v4'), ('*', 'x2', 'v3', 'v5'), ('*', 'const_0', 'x4', 'v6'), ('//', 'v6', 'x9', 'v7'), ('+', 'v4', 'v4', 'v8'), ('//', 'v0', 'x7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",6
3559,"[('//', 'x3', 'const_1', 'v0'), ('+', 'x9', 'x6', 'v1'), ('//', 'x2', 'x3', 'v2'), ('*', 'x2', 'v2', 'v3'), ('//', 'x9', 'x4', 'v4'), ('+', 'v4', 'x4', 'v5'), ('+', 'v2', 'x3', 'v6'), ('+', 'v2', 'v2', 'v7'), ('//', 'v1', 'x4', 'v8'), ('//', 'const_0', 'v1', 'v9')]",None,1024
3560,"[('+', 'const_0', 'x6', 'v0'), ('//', 'x9', 'x7', 'v1'), ('//', 'x3', 'v1', 'v2'), ('//', 'x3', 'x7', 'v3'), ('//', 'x9', 'const_1', 'v4'), ('*', 'x8', 'x3', 'v5'), ('+', 'x8', 'v2', 'v6'), ('*', 'x0', 'const_0', 'v7'), ('*', 'v0', 'x9', 'v8'), ('*', 'v1', 'x9', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",6
3561,"[('*', 'x2', 'x9', 'v0'), ('*', 'v0', 'x1', 'v1'), ('//', 'const_1', 'x2', 'v2'), ('*', 'x4', 'x2', 'v3'), ('//', 'x9', 'x4', 'v4'), ('//', 'v3', 'v4', 'v5'), ('*', 'x8', 'x5', 'v6'), ('*', 'x5', 'const_1', 'v7'), ('*', 'v6', 'x4', 'v8'), ('*', 'const_1', 'x1', 'v9')]","(0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",257
3562,"[('//', 'x3', 'x2', 'v0'), ('*', 'x0', 'x0', 'v1'), ('//', 'x5', 'v1', 'v2'), ('//', 'v1', 'x0', 'v3'), ('*', 'v0', 'x3', 'v4'), ('//', 'v2', 'x2', 'v5'), ('*', 'v1', 'x6', 'v6'), ('//', 'x5', 'x6', 'v7'), ('*', 'x9', 'v2', 'v8'), ('*', 'x1', 'x2', 'v9')]","(0, 1, 1, 0, 0, 0, 0, 0, 0, 0)",385
3563,"[('*', 'x0', 'const_0', 'v0'), ('//', 'const_0', 'x9', 'v1'), ('+', 'v1', 'x4', 'v2'), ('*', 'x6', 'x8', 'v3'), ('+', 'x5', 'x2', 'v4'), ('+', 'x8', 'x0', 'v5'), ('//', 'v1', 'x6', 'v6'), ('+', 'x5', 'v4', 'v7'), ('+', 'x6', 'const_0', 'v8'), ('*', 'x4', 'x5', 'v9')]","(0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",49
3564,"[('*', 'const_0', 'const_1', 'v0'), ('//', 'x0', 'x5', 'v1'), ('//', 'x2', 'x8', 'v2'), ('+', 'x4', 'x2', 'v3'), ('*', 'x6', 'x4', 'v4'), ('//', 'x9', 'v3', 'v5'), ('+', 'x6', 'x3', 'v6'), ('//', 'v4', 'const_1', 'v7'), ('+', 'v6', 'v2', 'v8'), ('+', 'x0', 'v1', 'v9')]","(1, 0, 0, 0, 0, 0, 0, 0, 0, 0)",513
3565,"[('//', 'x4', 'x3', 'v0'), ('//', 'x2', 'x7', 'v1'), ('*', 'x3', 'x2', 'v2'), ('//', 'v2', 'v1', 'v3'), ('*', 'const_0', 'v0', 'v4'), ('+', 'const_0', 'v1', 'v5'), ('//', 'x7', 'x7', 'v6'), ('+', 'x4', 'x7', 'v7'), ('//', 'v5', 'x2', 'v8'), ('//', 'v3', 'x3', 'v9')]","(0, 0, 1, 1, 0, 0, 0, 1, 0, 0)",197
3566,"[('//', 'x5', 'x9', 'v0'), ('+', 'x4', 'const_0', 'v1'), ('+', 'x6', 'v0', 'v2'), ('+', 'const_1', 'const_0', 'v3'), ('+', 'v1', 'x1', 'v4'), ('//', 'x0', 'const_1', 'v5'), ('*', 'v4', 'v1', 'v6'), ('+', 'v6', 'const_0', 'v7'), ('+', 'v2', 'v4', 'v8'), ('//', 'v8', 'v8', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",9
3567,"[('+', 'x1', 'x5', 'v0'), ('*', 'x1', 'x1', 'v1'), ('*', 'v1', 'x1', 'v2'), ('+', 'x5', 'x8', 'v3'), ('+', 'x4', 'x9', 'v4'), ('//', 'x2', 'v3', 'v5'), ('+', 'x9', 'x6', 'v6'), ('+', 'const_1', 'x6', 'v7'), ('+', 'x6', 'const_1', 'v8'), ('//', 'x9', 'v8', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",2
3568,"[('//', 'x1', 'const_1', 'v0'), ('//', 'x7', 'x6', 'v1'), ('//', 'x3', 'v0', 'v2'), ('//', 'x4', 'x1', 'v3'), ('*', 'v3', 'x2', 'v4'), ('//', 'v1', 'x4', 'v5'), ('//', 'x7', 'v1', 'v6'), ('+', 'x8', 'x5', 'v7'), ('//', 'v3', 'x1', 'v8'), ('*', 'x2', 'const_0', 'v9')]",None,1024
3569,"[('*', 'x3', 'x2', 'v0'), ('*', 'x2', 'v0', 'v1'), ('+', 'x6', 'const_0', 'v2'), ('//', 'x4', 'x0', 'v3'), ('*', 'x8', 'const_1', 'v4'), ('+', 'v1', 'v2', 'v5'), ('+', 'x1', 'const_1', 'v6'), ('+', 'x6', 'v5', 'v7'), ('*', 'x7', 'x1', 'v8'), ('//', 'v5', 'x4', 'v9')]","(0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",41
3570,"[('//', 'x1', 'x8', 'v0'), ('//', 'const_0', 'x0', 'v1'), ('+', 'x3', 'x2', 'v2'), ('//', 'x1', 'x5', 'v3'), ('*', 'v1', 'x5', 'v4'), ('//', 'x7', 'x8', 'v5'), ('+', 'x0', 'x4', 'v6'), ('+', 'v5', 'x1', 'v7'), ('//', 'x3', 'v6', 'v8'), ('*', 'x5', 'const_0', 'v9')]",None,1024
3571,"[('//', 'const_0', 'x6', 'v0'), ('*', 'const_1', 'x9', 'v1'), ('*', 'x4', 'x3', 'v2'), ('//', 'x6', 'v1', 'v3'), ('*', 'x0', 'x4', 'v4'), ('//', 'x2', 'x5', 'v5'), ('+', 'x4', 'x6', 'v6'), ('*', 'x2', 'x7', 'v7'), ('+', 'const_1', 'v1', 'v8'), ('//', 'const_0', 'v1', 'v9')]",None,1024
3572,"[('+', 'x9', 'x7', 'v0'), ('*', 'x2', 'x2', 'v1'), ('//', 'const_0', 'x2', 'v2'), ('+', 'x6', 'const_1', 'v3'), ('//', 'x2', 'v1', 'v4'), ('//', 'x4', 'x2', 'v5'), ('*', 'x4', 'v2', 'v6'), ('//', 'x7', 'v2', 'v7'), ('*', 'x6', 'x0', 'v8'), ('*', 'v5', 'v1', 'v9')]","(0, 0, 1, 0, 1, 0, 0, 0, 0, 0)",161
3573,"[('*', 'x9', 'x3', 'v0'), ('+', 'const_1', 'x7', 'v1'), ('*', 'x0', 'x6', 'v2'), ('+', 'v1', 'v1', 'v3'), ('*', 'v2', 'x0', 'v4'), ('+', 'x0', 'v1', 'v5'), ('//', 'x2', 'x9', 'v6'), ('+', 'const_0', 'x4', 'v7'), ('*', 'x0', 'const_0', 'v8'), ('*', 'x4', 'x4', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",33
3574,"[('//', 'x9', 'x4', 'v0'), ('+', 'x5', 'x0', 'v1'), ('+', 'x2', 'v1', 'v2'), ('//', 'x6', 'x8', 'v3'), ('+', 'x8', 'x6', 'v4'), ('//', 'v4', 'v2', 'v5'), ('*', 'v4', 'const_0', 'v6'), ('+', 'x9', 'v3', 'v7'), ('+', 'const_0', 'v1', 'v8'), ('//', 'x7', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",13
3575,"[('//', 'x5', 'x4', 'v0'), ('*', 'x4', 'x8', 'v1'), ('+', 'const_0', 'x0', 'v2'), ('//', 'x6', 'x3', 'v3'), ('*', 'x5', 'x0', 'v4'), ('*', 'const_0', 'x6', 'v5'), ('*', 'x3', 'const_1', 'v6'), ('+', 'x7', 'x5', 'v7'), ('*', 'x0', 'x3', 'v8'), ('*', 'const_1', 'const_0', 'v9')]",None,1024
3576,"[('+', 'x9', 'x1', 'v0'), ('+', 'const_0', 'v0', 'v1'), ('//', 'const_0', 'v1', 'v2'), ('*', 'v2', 'x8', 'v3'), ('+', 'x5', 'const_1', 'v4'), ('+', 'x7', 'x6', 'v5'), ('*', 'x0', 'v0', 'v6'), ('*', 'v3', 'x8', 'v7'), ('*', 'x1', 'x8', 'v8'), ('*', 'x6', 'v1', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",10
3577,"[('+', 'x9', 'x9', 'v0'), ('*', 'v0', 'x7', 'v1'), ('+', 'const_0', 'v1', 'v2'), ('//', 'const_1', 'x8', 'v3'), ('*', 'x1', 'x7', 'v4'), ('//', 'const_0', 'x0', 'v5'), ('//', 'x1', 'x8', 'v6'), ('//', 'v6', 'x8', 'v7'), ('//', 'v6', 'x8', 'v8'), ('//', 'x8', 'x2', 'v9')]","(0, 0, 1, 0, 0, 0, 0, 0, 1, 0)",131
3578,"[('*', 'x5', 'x3', 'v0'), ('//', 'x4', 'x8', 'v1'), ('*', 'x2', 'x3', 'v2'), ('+', 'x2', 'x2', 'v3'), ('//', 'x0', 'x7', 'v4'), ('+', 'x9', 'v0', 'v5'), ('*', 'v2', 'x0', 'v6'), ('+', 'v2', 'x4', 'v7'), ('//', 'x5', 'v4', 'v8'), ('+', 'v1', 'x3', 'v9')]","(0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",35
3579,"[('//', 'x4', 'x5', 'v0'), ('//', 'x6', 'x9', 'v1'), ('+', 'const_0', 'x0', 'v2'), ('//', 'x6', 'v1', 'v3'), ('+', 'x5', 'const_0', 'v4'), ('//', 'const_1', 'v2', 'v5'), ('*', 'x9', 'v4', 'v6'), ('//', 'x1', 'x8', 'v7'), ('//', 'x6', 'v2', 'v8'), ('*', 'x4', 'x2', 'v9')]","(0, 0, 1, 0, 1, 0, 0, 0, 0, 0)",161
3580,"[('*', 'const_1', 'x6', 'v0'), ('//', 'x4', 'x9', 'v1'), ('+', 'x9', 'x3', 'v2'), ('//', 'v1', 'x9', 'v3'), ('//', 'v2', 'x8', 'v4'), ('+', 'v3', 'v0', 'v5'), ('*', 'v3', 'v2', 'v6'), ('*', 'x8', 'const_0', 'v7'), ('*', 'x0', 'v0', 'v8'), ('*', 'v5', 'x1', 'v9')]","(0, 1, 0, 0, 0, 0, 1, 0, 0, 0)",265
3581,"[('*', 'x9', 'x7', 'v0'), ('//', 'x5', 'const_1', 'v1'), ('*', 'x1', 'x5', 'v2'), ('//', 'x1', 'const_1', 'v3'), ('//', 'x5', 'x9', 'v4'), ('*', 'x2', 'v3', 'v5'), ('+', 'x8', 'x0', 'v6'), ('//', 'x0', 'x0', 'v7'), ('*', 'v5', 'x3', 'v8'), ('*', 'x9', 'x6', 'v9')]","(0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",10
3582,"[('*', 'x4', 'x0', 'v0'), ('*', 'x0', 'x9', 'v1'), ('+', 'v1', 'x0', 'v2'), ('*', 'x2', 'x2', 'v3'), ('//', 'const_0', 'x6', 'v4'), ('+', 'x7', 'x2', 'v5'), ('*', 'v0', 'x5', 'v6'), ('*', 'const_0', 'x4', 'v7'), ('+', 'x0', 'x6', 'v8'), ('//', 'x6', 'v7', 'v9')]",None,1024
3583,"[('+', 'const_0', 'x8', 'v0'), ('//', 'x6', 'x5', 'v1'), ('*', 'x0', 'x7', 'v2'), ('//', 'x8', 'x8', 'v3'), ('//', 'v0', 'v0', 'v4'), ('*', 'x9', 'x7', 'v5'), ('*', 'v1', 'x6', 'v6'), ('//', 'x4', 'x2', 'v7'), ('*', 'v2', 'x2', 'v8'), ('+', 'v2', 'x3', 'v9')]","(0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",65
3584,"[('*', 'x1', 'const_0', 'v0'), ('//', 'x3', 'const_1', 'v1'), ('//', 'x1', 'x0', 'v2'), ('+', 'x4', 'x3', 'v3'), ('+', 'v3', 'x5', 'v4'), ('*', 'x5', 'const_0', 'v5'), ('//', 'const_0', 'x2', 'v6'), ('//', 'x6', 'x8', 'v7'), ('*', 'v4', 'v0', 'v8'), ('*', 'x8', 'v2', 'v9')]","(1, 1, 0, 0, 0, 0, 0, 0, 1, 0)",771
3585,"[('+', 'x2', 'x0', 'v0'), ('//', 'const_1', 'const_1', 'v1'), ('*', 'x5', 'v0', 'v2'), ('+', 'x9', 'v2', 'v3'), ('*', 'x5', 'x8', 'v4'), ('*', 'x3', 'x4', 'v5'), ('*', 'x1', 'v0', 'v6'), ('*', 'x9', 'v0', 'v7'), ('*', 'x0', 'x2', 'v8'), ('+', 'v1', 'v7', 'v9')]","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",1
3586,"[('*', 'x4', 'x1', 'v0'), ('//', 'x5', 'x5', 'v1'), ('//', 'v1', 'x7', 'v2'), ('*', 'x3', 'v2', 'v3'), ('//', 'const_1', 'v2', 'v4'), ('+', 'x1', 'v0', 'v5'), ('*', 'v1', 'v0', 'v6'), ('//', 'x7', 'v5', 'v7'), ('*', 'const_1', 'v4', 'v8'), ('//', 'v3', 'x1', 'v9')]","(0, 1, 0, 1, 0, 1, 0, 1, 0, 0)",341
